record_id,Tarih,Ýþ Emri No,Ýþ Merkezi No,Ýþmerkezi Adý,Ýþ Ýstasyon Adý,Stok Adý,Vardiya,A (Kullanýlýrlýk),P (Performans),Q (Kalite),OEE,Çalýþma Süresi,Duruþ Süresi,Planlý Duruþ Süresi,Plansýz Duruþ Süresi,Üretilen Miktar,Hatalý Üretilen Miktar
11590,12/17/2025,3028587877,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U611 Sensor Bracket,2,93.24,105.09,98.81,96.81,272.34,75.35,55.59,19.76,587,7
11591,10/4/2025,3026741177,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P703 Fender Liner RR,1,88.18,97.55,99.74,85.79,285.58,68.52,30.23,38.29,755,2
11592,11/23/2025,3028477987,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,87.22,325345.97,99.64,282724.43,323.62,89.79,42.36,47.43,549,2
11593,12/26/2025,3024542585,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,1,99.62,51212.8,97.22,49599.79,213.57,19.39,18.57,0.82,540,15
11594,10/30/2025,3026987071,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,B920 Rocker Molding RH,2,94.08,93.25,97.1,85.19,402.76,58.42,33.09,25.33,655,19
11595,12/1/2025,3023617998,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Lower,3,71.18,103.32,98.28,72.28,228.52,109.64,17.13,92.51,407,7
11596,12/7/2025,3024732718,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,D544 Upper Trim,2,70.01,81.82,98.56,56.46,203.87,98.47,11.13,87.34,278,4
11597,9/27/2025,3023963044,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Hood Seal,3,69.94,82.95,98.56,57.18,209.15,126.54,36.65,89.89,487,7
11598,10/3/2025,3021382132,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,X590 Underbody Panel,3,0.0,0.0,0.0,0.0,189.01,47.33,34.43,12.9,0,0
11599,11/9/2025,3022816606,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,D544 Lower Valance,2,97.03,92.96,97.22,87.69,442.12,68.8,55.27,13.53,1259,35
11600,12/8/2025,3021958284,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Splash Shield,2,86.18,93.03,98.8,79.21,454.72,118.27,45.37,72.9,499,6
11601,11/17/2025,3027266123,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,82.48,114158.55,97.24,91559.5,283.06,80.92,20.79,60.13,290,-10
11602,11/20/2025,3028294798,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Hood Seal,1,93.58,98.87,97.25,89.98,256.15,18.11,0.53,17.58,765,21
11603,10/3/2025,3026402692,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,,1,78.57,82.9,98.03,63.85,424.64,158.51,42.66,115.85,711,14
11604,12/17/2025,3023454625,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,75.25,145923.22,98.52,108185.22,234.83,115.51,38.27,77.24,813,12
11605,10/9/2025,3021962741,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J72 Air Deflector,1,83.65,88.79,99.68,74.03,446.84,96.99,9.62,87.37,619,2
11606,10/2/2025,3027851469,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 BEV/PHEV MIC White Lower,1,0.0,0.0,0.0,0.0,185.11,135.96,50.35,85.61,0,0
11607,9/15/2025,3026744901,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,CX430 Skid Plate,2,0.0,0.0,0.0,0.0,268.84,122.01,8.38,113.63,0,0
11608,11/20/2025,3022238526,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,97.11,230993.5,98.61,221203.54,364.93,40.95,30.1,10.85,647,9
11609,11/12/2025,3025214584,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,B920 Rocker Molding LH,1,91.41,111.75,99.2,101.34,427.27,67.36,27.23,40.13,1127,9
11610,10/3/2025,3026693931,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,K131 Side Skirt LH,2,94.96,86.06,99.07,80.96,461.22,37.47,13.0,24.47,536,5
11611,9/3/2025,3024768488,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Lower Grille,3,0.0,0.0,0.0,0.0,382.14,39.81,18.6,21.21,0,0
11612,10/30/2025,3029518155,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,B920 Rocker Molding LH,3,66.69,97.4,98.75,64.15,233.95,151.2,34.36,116.84,481,6
11613,11/4/2025,3027702524,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J72 Splash Shield,1,92.07,86.38,120.0,79.54,455.77,57.27,18.04,39.23,737,9
11614,10/1/2025,3022277038,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding LH,3,0.0,0.0,0.0,0.0,108.19,162.12,54.96,107.16,0,0
11615,10/16/2025,3029472197,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Tow Hook Cover,3,88.04,80.43,98.28,69.59,365.42,80.69,31.07,49.62,348,6
11616,9/26/2025,3028721351,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U611 Tow Hook Cover,1,0.0,0.0,0.0,0.0,180.31,91.08,11.53,79.55,0,0
11617,9/28/2025,3027160253,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Upper,1,81.55,108.01,97.87,86.2,341.88,84.94,7.59,77.35,939,20
11618,11/1/2025,3022623956,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA-2-S-FR-Lower Bumper Unpainted,3,75.48,87.03,99.77,65.54,236.62,128.83,51.95,76.88,444,1
11619,10/28/2025,3021479461,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,3,91.65,109.64,98.1,98.58,249.51,60.37,37.65,22.72,316,6
11620,9/23/2025,3024529360,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,X590 Diffuser,3,0.0,0.0,0.0,0.0,402.56,99.78,58.59,41.19,0,0
11621,10/12/2025,3026009620,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch FR,3,0.0,0.0,0.0,0.0,359.36,41.46,25.22,16.24,0,0
11622,11/24/2025,3026802675,,INJECTION  EXTERIORS,IMM-4000-2,D544 Lower Valance,1,98.73,105.79,97.16,101.49,459.24,48.65,42.76,5.89,493,14
11623,9/8/2025,3029843615,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,3,87.58,106.48,98.89,92.22,384.69,82.55,27.98,54.57,1176,13
11624,10/29/2025,3024600801,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Air Deflector,3,81.27,80.54,98.98,64.79,243.84,114.01,57.82,56.19,589,6
11625,10/27/2025,3022384750,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U725 Front Bumper Lower,1,82.28,95.28,97.28,76.27,433.51,100.06,6.71,93.35,1397,38
11626,12/27/2025,3023890036,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,X590 Underbody Panel,2,0.0,0.0,0.0,0.0,215.92,144.07,54.9,89.17,0,0
11627,9/26/2025,3028970281,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P703 Fender Liner FR,1,77.7,91.74,99.43,70.87,399.66,169.09,54.41,114.68,350,2
11628,12/26/2025,3029292422,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,X590 Underbody Panel,1,86.16,84.75,-76.67,-55.98,329.88,91.36,38.35,53.01,90,159
11629,12/18/2025,3028333994,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,D544 Lower Valance,3,79.75,97.35,-1700.0,-1319.73,234.9,60.61,0.95,59.66,1,18
11630,12/11/2025,3029018895,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,K131 Side Skirt RH,3,82.76,92.48,98.14,75.11,381.77,104.42,24.88,79.54,646,12
11631,10/30/2025,3029293486,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding LH,3,69.91,88.5,97.16,60.12,220.02,139.07,44.39,94.68,598,17
11632,10/18/2025,3029985291,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,2,0.0,0.0,0.0,0.0,141.44,129.13,42.44,86.69,0,0
11633,12/23/2025,3025220725,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,D544 Upper Trim,3,82.75,82.87,99.14,67.99,398.1,98.52,15.52,83.0,1051,9
11634,9/14/2025,3021491639,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,D544 Lower Valance,1,92.24,85.39,97.57,76.86,399.73,66.88,33.27,33.61,1276,31
11635,9/23/2025,3028498282,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P702 Hood Seal,3,73.05,106.25,98.93,76.78,270.81,109.3,9.39,99.91,281,3
11636,10/25/2025,3024423941,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P702 Hood Seal,1,89.12,81.43,-225.0,-163.28,355.13,64.24,20.87,43.37,32,104
11637,10/31/2025,3027752568,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,K131 Side Skirt LH,2,91.59,97.07,-92.41,-82.15,436.69,44.9,4.81,40.09,79,152
11638,10/14/2025,3022572325,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P703 Fender Liner RR,2,86.51,107.43,98.29,91.35,275.05,74.69,31.79,42.9,702,12
11639,12/2/2025,3023175086,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,MCA-2-S-FR-Lower Bumper Unpainted,1,82.97,89.32,98.21,72.78,219.42,88.62,43.58,45.04,279,5
11640,12/28/2025,3027703216,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,B920 Rocker Molding RH,3,83.51,105.12,97.7,85.77,237.7,75.59,28.66,46.93,522,12
11641,10/9/2025,3023016563,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,K131 Side Skirt RH,2,0.0,0.0,0.0,0.0,230.0,134.17,57.51,76.66,0,0
11642,9/8/2025,3029018128,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch RR,2,99.61,107.33,97.49,104.23,332.36,39.0,37.71,1.29,637,16
11643,9/28/2025,3021772090,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,D544 Lower Valance,3,87.88,101.0,98.49,87.42,370.95,52.48,1.31,51.17,398,6
11644,11/2/2025,3022798479,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,CX430 Lower Grille,3,96.37,99.94,98.44,94.81,426.76,33.38,17.31,16.07,1028,16
11645,9/23/2025,3025400060,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Rear Bumper Cover,3,78.03,78.8,98.05,60.29,408.96,166.54,51.39,115.15,563,11
11646,10/17/2025,3027909425,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Tow Hook Cover,2,87.32,80.56,99.23,69.8,329.53,73.75,25.89,47.86,776,6
11647,12/8/2025,3028775921,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,X590 Underbody Panel,2,78.43,111.88,98.03,86.02,315.33,113.0,26.28,86.72,305,6
11648,9/12/2025,3021554328,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Lower,2,69.02,104.83,-140.0,-101.29,265.38,172.36,53.24,119.12,35,84
11649,10/3/2025,3028670995,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,K131 Side Skirt RH,2,0.0,0.0,0.0,0.0,399.07,97.23,53.08,44.15,0,0
11650,11/22/2025,3028196198,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,3,0.0,0.0,0.0,0.0,330.11,72.44,28.76,43.68,0,0
11651,10/11/2025,3025864070,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,X590 Diffuser,1,70.54,106.44,-69.33,-52.06,272.93,165.56,51.56,114.0,75,127
11652,10/1/2025,3022730534,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,MCA-2-S-FR-Lower Bumper Unpainted,3,95.65,99.67,98.82,94.21,435.52,40.7,20.88,19.82,1443,17
11653,12/28/2025,3028854282,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U611 Tow Hook Cover,1,72.55,89.49,98.38,63.88,219.96,88.16,4.95,83.21,185,3
11654,10/13/2025,3023747446,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,MCA-2-S-FR-Lower Bumper Unpainted,2,85.44,82.25,99.33,69.8,438.42,117.62,42.88,74.74,742,5
11655,11/20/2025,3027190686,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Lower,3,98.53,103.28,100.0,101.76,290.58,15.58,11.23,4.35,388,0
11656,12/16/2025,3024647701,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,CX430 Skid Plate,2,0.0,0.0,0.0,0.0,327.39,40.16,37.66,2.5,0,0
11657,12/24/2025,3021895852,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V363 BEV Base GOR SUBASSY,3,99.61,106.82,97.71,103.97,461.78,3.89,2.09,1.8,1312,30
11658,10/15/2025,3026075894,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P703 Fender Liner RR,3,86.22,82.1,97.44,68.98,449.03,116.3,44.54,71.76,900,23
11659,10/20/2025,3025754196,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U611 Tow Hook Cover,3,94.43,84.42,97.41,77.66,387.95,64.44,41.57,22.87,1081,28
11660,12/15/2025,3023507164,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,B920 Rocker Molding LH,2,87.59,104.59,-192.0,-175.91,415.18,105.19,46.39,58.8,25,73
11661,12/29/2025,3024469903,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Sensor Bracket,2,97.63,91.3,98.07,87.41,455.42,65.99,54.93,11.06,1138,22
11662,12/27/2025,3025682629,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Rear Bumper Cover,2,67.36,103.32,99.15,69.01,221.25,157.67,50.47,107.2,710,6
11663,9/6/2025,3022880973,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P703 Fender Liner FR,2,65.87,96.31,-105.88,-67.17,195.92,120.43,18.9,101.53,17,35
11664,9/30/2025,3023926736,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V363 BEV Base MIC Black Upper,1,83.25,88.53,98.94,72.92,321.95,91.26,26.5,64.76,376,4
11665,10/13/2025,3026888389,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,,3,0.0,0.0,0.0,0.0,389.98,15.38,1.38,14.0,0,0
11666,11/21/2025,3029598396,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,K131 Side Skirt RH,1,74.34,85.1,99.85,63.17,342.84,130.12,11.79,118.33,688,1
11667,10/12/2025,3024247467,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Front Bumper Lower,3,86.84,88.58,97.22,74.78,372.67,96.14,39.67,56.47,575,16
11668,9/12/2025,3024795899,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Air Deflector,3,85.21,82.81,-90.91,-64.15,315.15,103.92,49.23,54.69,77,147
11669,11/26/2025,3021637493,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V363 BEV Base MIC Black Upper,2,66.92,99.83,100.0,66.8,213.12,128.27,22.92,105.35,480,0
11670,9/25/2025,3023957840,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Rear Bumper Cover,3,93.23,87.51,99.82,81.45,363.46,32.81,6.43,26.38,569,1
11671,11/13/2025,3028778909,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,L663 Wheel Arch FR,1,75.38,78.89,99.81,59.36,188.05,92.29,30.88,61.41,527,1
11672,9/19/2025,3022998906,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,K131 Side Skirt LH,2,0.0,0.0,0.0,0.0,174.61,88.84,29.38,59.46,0,0
11673,9/6/2025,3028391820,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,D544 Lower Valance,1,99.39,80.95,97.89,78.76,463.42,56.09,53.23,2.86,1518,32
11674,11/25/2025,3022343126,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Cowl Grille,2,75.95,96.96,99.4,73.19,326.31,121.05,17.71,103.34,496,3
11675,9/25/2025,3029935155,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,,1,0.0,0.0,0.0,0.0,462.85,136.33,21.39,114.94,0,0
11676,9/22/2025,3025586685,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P702 Cowl Grille,1,0.0,0.0,0.0,0.0,392.26,146.58,35.39,111.19,0,0
11677,10/2/2025,3027476734,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U611 Tow Hook Cover,1,82.54,109.83,98.01,88.84,321.75,107.84,39.76,68.08,953,19
11678,11/3/2025,3028313418,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Lower Grille,3,90.12,105.41,99.83,94.84,317.08,43.56,8.79,34.77,590,1
11679,11/26/2025,3021967748,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P703 Fender Liner RR,1,66.37,87.83,97.07,56.59,214.35,134.17,25.58,108.59,410,12
11680,12/16/2025,3029029085,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J72 Air Deflector,2,92.77,106.94,97.48,96.71,394.15,56.97,26.24,30.73,1272,32
11681,11/30/2025,3028779602,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,D544 Upper Trim,3,88.42,96.03,98.46,83.6,346.49,97.26,51.86,45.4,1105,17
11682,10/9/2025,3022873917,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P702 Cowl Grille,1,69.3,96.43,98.85,66.06,210.68,135.21,41.89,93.32,262,3
11683,9/11/2025,3023569739,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA-2-S-FR-Lower Bumper Unpainted,2,86.5,109.12,-57.69,-54.46,247.97,89.76,51.06,38.7,26,41
11684,12/6/2025,3023445996,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Upper,3,80.02,95.69,99.83,76.44,424.82,146.01,39.91,106.1,1174,2
11685,10/9/2025,3021116696,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,3,97.77,99.99,99.7,97.47,410.2,37.62,28.26,9.36,334,1
11686,12/21/2025,3022597658,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,D544 Lower Valance,3,67.5,81.32,97.85,53.7,225.5,120.79,12.2,108.59,743,16
11687,10/14/2025,3024811651,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,K131 Side Skirt LH,3,93.82,90.66,98.55,83.83,421.17,85.11,57.37,27.74,761,11
11688,12/19/2025,3024883502,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,70.23,324378.36,97.56,222262.53,257.95,158.81,49.48,109.33,246,6
11689,12/10/2025,3021037976,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,2,80.07,268452.47,97.26,209061.56,327.68,122.22,40.67,81.55,1094,30
11690,10/15/2025,3028590250,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Upper,3,97.77,86.26,98.44,83.02,396.31,44.87,35.82,9.05,514,8
11691,9/8/2025,3029672844,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,K131 Side Skirt LH,1,0.0,0.0,0.0,0.0,183.0,73.75,24.64,49.11,0,0
11692,11/11/2025,3021229983,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Tow Hook Cover,1,84.22,78.12,100.0,65.79,401.23,170.66,34.21,75.17,774,0
11693,11/25/2025,3026813750,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,L663 Wheel Arch FR,3,97.54,90.31,98.91,87.13,268.73,8.03,1.25,6.78,826,9
11694,9/10/2025,3025389600,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 BEV/PHEV MIC White Upper,2,78.49,90.94,99.21,70.82,409.99,168.06,55.73,112.33,883,7
11695,11/9/2025,3026857604,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U725 Front Bumper Lower,1,0.0,0.0,0.0,0.0,327.64,90.77,34.41,56.36,0,0
11696,10/30/2025,3029684400,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Upper,2,0.0,0.0,0.0,0.0,150.51,114.15,54.62,59.53,0,0
11697,11/2/2025,3027084926,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P702 Hood Seal,3,85.47,85.14,98.16,71.43,430.86,109.51,36.25,73.26,816,15
11698,10/18/2025,3022263220,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Rear Bumper Cover,3,94.76,78.85,-307.69,-229.89,402.27,75.79,53.54,22.25,13,53
11699,12/26/2025,3022676231,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Lower,3,83.81,93.38,97.81,76.55,306.11,61.77,2.63,59.14,778,17
11700,11/29/2025,3027527540,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch FR,2,92.26,109.83,97.05,98.35,341.81,51.34,22.67,28.67,509,15
11701,10/17/2025,3022375726,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,1,78.81,101.12,97.25,77.5,259.77,93.71,23.86,69.85,800,22
11702,11/16/2025,3024324650,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,L663 Wheel Arch FR,2,69.69,79.66,97.7,54.23,189.13,137.68,55.41,82.27,434,10
11703,12/4/2025,3029296509,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Rear Bumper Cover,1,79.63,95.73,100.0,76.23,459.03,141.28,23.85,117.43,1308,0
11704,11/27/2025,3027955852,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U611 Sensor Bracket,3,91.8,90.22,99.11,82.08,368.46,59.43,26.51,32.92,1238,11
11705,9/30/2025,3021745239,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,K131 Side Skirt RH,3,0.0,0.0,0.0,0.0,84.02,89.97,50.7,39.27,0,0
11706,9/10/2025,3021169294,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,CX430 Lower Grille,1,97.99,84.35,97.66,80.72,372.44,64.24,56.59,7.65,299,7
11707,9/17/2025,3026692191,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P703 Fender Liner FR,3,84.31,93.64,98.84,78.03,412.15,84.45,7.75,76.7,691,8
11708,11/7/2025,3028751276,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,2,77.98,82.6,98.57,63.49,265.24,105.85,30.94,74.91,628,9
11709,10/13/2025,3029633283,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,MCA-2-S-FR-Lower Bumper Unpainted,3,74.76,81.17,0.0,0.0,302.45,117.93,15.84,102.09,0,0
11710,10/31/2025,3029212440,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J72 Splash Shield,3,93.75,89.01,98.86,82.49,323.89,30.41,8.8,21.61,615,7
11711,12/9/2025,3021044324,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P702 Cowl Grille,1,0.0,0.0,0.0,0.0,211.67,118.88,23.83,95.05,0,0
11712,9/27/2025,3023143658,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,95.78,225255.11,97.95,211313.24,375.17,47.65,31.11,16.54,1120,23
11713,11/23/2025,3022659707,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P703 Fender Liner RR,3,82.52,111.16,97.54,89.48,280.46,106.44,47.03,59.41,814,20
11714,10/7/2025,3026553427,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,K131 Side Skirt RH,2,98.28,84.17,99.89,82.64,317.84,41.96,36.39,5.57,928,1
11715,12/19/2025,3022644471,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,80.56,340437.4,97.2,266556.21,323.27,106.06,28.04,78.02,820,23
11716,11/27/2025,3023256557,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V363 BEV Base GOR SUBASSY,2,98.43,88.57,99.53,86.77,320.98,38.2,33.07,5.13,645,3
11717,12/4/2025,3024786101,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U611 Tow Hook Cover,3,97.95,98.76,98.64,95.43,334.34,65.6,58.62,6.98,736,10
11718,10/8/2025,3024140576,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P702 Cowl Grille,2,67.06,80.84,97.98,53.11,233.64,146.74,31.95,114.79,297,6
11719,10/15/2025,3028529856,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P702 Cowl Grille,2,70.75,107.74,-77.27,-58.9,269.7,169.53,58.05,111.48,44,78
11720,12/24/2025,3028745623,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,90.03,32578.88,98.71,28953.01,425.55,56.87,9.75,47.12,1086,14
11721,9/12/2025,3026920246,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U611 Sensor Bracket,1,95.75,79.72,98.47,75.17,449.7,78.59,58.63,19.96,1048,16
11722,11/19/2025,3023641774,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch RR,1,81.46,78.26,98.01,62.48,343.13,90.41,12.31,78.1,653,13
